eq_id,mainshock_mag,mainshock_depth,mainshock_lat,mainshock_lon,aftershock_count,mag_mean,mag_std,mag_max,mag_min,mag_median,mag_range,mag_diff_main_max,depth_mean,depth_std,depth_max,dist_mean,dist_std,dist_max,dist_median,spatial_spread,time_span_hours,time_mean_hours,count_24h,count_72h,ratio_24h,mc,b_value,n_mag_ge_4,n_mag_ge_5,n_mag_ge_6
20150425061125,7.9,8.2,28.23,84.73,248,4.487903225806452,0.5354516848080578,7.8,3.4,4.4,4.4,0.10000000000000053,10.535887096774195,2.591090974640945,35.3,112.35346649768191,46.311191594318736,254.1675457248963,123.06432932481252,159.7048729626408,711.4541666666667,200.69736507936508,88,119,0.3548387096774194,4.0,0.7785130712636065,242,33,6
20190706031953,7.0,8.0,35.77,-117.6,1135,3.439647577092511,0.41993901280603635,7.1,3.0,3.4,4.1,-0.09999999999999964,5.6788546255506605,2.923758445191159,15.8,17.5006294250864,10.386986154423964,91.0327017818555,16.16714794889675,30.270710093276623,712.8225,63.85170997150996,651,742,0.573568281938326,3.2,1.0037028026208488,122,7,2
20201030115127,7.0,21.0,37.9,26.78,26,4.365384615384615,0.3050123675831821,5.3,4.0,4.3,1.2999999999999998,1.7000000000000002,10.180769230769231,1.6654912028424413,16.0,20.103388281886627,9.794896401235663,51.0074680333095,17.34931974285263,29.133713870192707,303.7133333333333,60.929925213675226,12,18,0.46153846153846156,4.2,1.5663079675199232,26,1,0
20210521134834,6.1,8.0,25.67,99.87,46,3.756521739130435,0.7631890112670089,6.4,3.0,3.5,3.4000000000000004,-0.3000000000000007,9.195652173913043,1.6761701327131509,14.0,7.636774409707199,4.528992920432239,16.617117366374767,7.167511662901731,13.450394488288579,344.39666666666665,32.14827160493827,28,31,0.6086956521739131,3.0,0.5384783333571316,17,4,1
20210521180411,7.4,17.0,34.59,98.34,59,3.6779661016949152,0.6470448591082094,5.1,3.0,3.4,2.0999999999999996,2.3000000000000007,9.847457627118644,0.8599085351841235,11.0,50.35477608068384,27.009365174711554,135.67213404723356,55.11665527549563,79.7127882367499,644.9036111111111,80.75870527306967,35,43,0.5932203389830508,3.0,0.596586133464304,18,1,0
20210814122908,7.2,10.0,18.43,-73.48,38,4.415789473684211,0.41200812191117747,5.8,3.8,4.3,2.0,1.4000000000000004,10.673684210526316,1.793949510896399,16.1,26.113324134689165,19.371064033046334,71.74091769481008,19.71991193912703,60.67443573253228,345.63444444444445,53.13894736842104,25,30,0.6578947368421053,4.2,0.9818831764769164,37,4,0
20220905045218,6.6,16.0,29.59,102.08,17,3.3529411764705883,0.42581084872597313,4.5,3.0,3.2,1.5,2.0999999999999996,12.117647058823529,3.1600884749560687,18.0,17.584335165470613,7.686376229339671,25.967839576388876,20.427096955231153,25.170692096264336,710.4188888888889,61.914346405228756,10,15,0.5882352941176471,3.0,1.0778111229715737,2,0,0
20230206011734,7.8,10.0,37.23,37.01,457,4.446608315098468,0.4219296167684268,7.8,3.4,4.4,4.4,0.0,10.698030634573303,3.233037954434876,26.8,103.11606760507384,48.92701593401548,268.6953381147608,99.20687183314422,163.19425505555634,667.5366666666666,95.43235742379547,221,308,0.48358862144420134,4.4,1.2377926265547257,450,38,6
20231202143704,7.6,40.0,8.53,126.42,780,4.615897435897436,0.3874023810784083,7.6,4.0,4.5,3.5999999999999996,0.0,45.625256410256405,24.086797438258362,106.8,55.97065205064894,30.563728071346556,189.30110324460648,48.67812565695962,101.16388956756839,732.2075,103.20218444156593,308,494,0.39487179487179486,4.5,1.2408413768664344,780,113,8
20240122180905,7.1,22.0,41.26,78.63,205,3.5541463414634147,0.5927569962749968,5.7,3.0,3.3,2.7,1.3999999999999995,13.307317073170731,3.7945011718758295,25.0,16.15155636797569,6.4697467012994805,62.17504341212575,15.768393423088016,24.93879793512496,736.9919444444445,104.55398780487805,86,143,0.4195121951219512,3.2,0.6971951548948531,39,8,0
