time,latitude,longitude,depth,mag,magType,place,year,month
2015-02-16 23:06:28.270000+00:00,39.8558,142.8808,23.0,6.7,mww,"83 km ENE of Miyako, Japan",2015,2
2015-02-16 22:00:53.590000+00:00,-55.52,-28.2591,13.0,6.2,mww,South Sandwich Islands region,2015,2
2015-02-13 20:06:32.330000+00:00,22.6374,121.427,30.0,6.2,mww,Taiwan region,2015,2
2015-02-13 18:59:12.230000+00:00,52.6487,-31.9016,16.68,7.1,mww,northern Mid-Atlantic Ridge,2015,2
2015-01-30 17:57:56.440000+00:00,-21.2452,170.158,7.08,6.0,mww,"209 km SSE of Isangel, Vanuatu",2015,1
2015-01-07 05:07:07.510000+00:00,5.9045,-82.6576,8.0,6.5,mww,"236 km S of Punta de Burica, Panama",2015,1
2014-12-29 09:29:37.390000+00:00,8.6341,121.5213,8.0,6.1,mww,"122 km NNW of Siocon, Philippines",2014,12
2014-12-21 11:34:13.570000+00:00,2.0892,126.6483,41.0,6.3,mww,"156 km WNW of Tobelo, Indonesia",2014,12
2014-12-08 08:54:52.520000+00:00,7.9401,-82.6865,20.0,6.6,mww,"22 km ESE of Punta de Burica, Panama",2014,12
2014-12-07 21:16:35.740000+00:00,13.6717,-91.4731,32.0,6.1,mww,"61 km SSW of Nueva Concepción, Guatemala",2014,12
2014-12-07 01:22:02.180000+00:00,-6.5108,154.4603,23.0,6.6,mww,"115 km W of Panguna, Papua New Guinea",2014,12
2014-12-06 17:21:49.020000+00:00,7.9824,-82.7339,15.0,6.0,mww,"15 km ESE of Punta de Burica, Panama",2014,12
2014-11-26 14:33:43.640000+00:00,1.9604,126.5751,39.0,6.8,mww,"157 km NW of Ternate, Indonesia",2014,11
2014-11-22 13:08:18.420000+00:00,36.6408,137.8875,9.0,6.2,mww,"6 km SSE of Hakuba, Japan",2014,11
2014-11-21 10:10:19.630000+00:00,2.2999,127.0562,35.0,6.5,mww,"123 km WNW of Tobelo, Indonesia",2014,11
2014-11-17 16:52:46.850000+00:00,-46.3484,33.8037,10.0,6.1,mww,Prince Edward Islands region,2014,11
2014-11-16 22:33:20.450000+00:00,-37.6478,179.6621,22.0,6.7,mww,"183 km NE of Gisborne, New Zealand",2014,11
2014-11-15 02:31:41.720000+00:00,1.8929,126.5217,45.0,7.1,mww,"155 km NW of Ternate, Indonesia",2014,11
2014-11-13 10:24:18.270000+00:00,-15.2155,173.0845,10.0,6.0,mww,Fiji region,2014,11
2014-11-07 03:33:55.280000+00:00,-5.9873,148.2315,53.19,6.6,mww,"76 km NE of Finschhafen, Papua New Guinea",2014,11
2014-11-03 08:48:29.740000+00:00,-41.7317,79.9602,10.0,6.3,mww,Mid-Indian Ridge,2014,11
2014-11-02 17:17:04.410000+00:00,-61.2203,154.2778,10.0,6.0,mww,Balleny Islands region,2014,11
2014-11-01 10:59:54.610000+00:00,-31.852,-111.2436,10.0,6.0,mww,Easter Island region,2014,11
2014-10-28 03:15:37.950000+00:00,-15.2954,-174.6752,8.0,6.0,mww,"119 km NW of Hihifo, Tonga",2014,10
2014-10-14 03:51:34.460000+00:00,12.5262,-88.1225,40.0,7.3,mww,"74 km S of Intipucá, El Salvador",2014,10
2014-10-11 02:35:47.480000+00:00,41.0272,143.1649,22.0,6.1,mww,"152 km ENE of Hachinohe, Japan",2014,10
2014-10-09 02:32:05.140000+00:00,-32.0953,-110.8647,10.0,6.6,mww,southern East Pacific Rise,2014,10
2014-10-09 02:14:31.440000+00:00,-32.1082,-110.8112,16.54,7.0,mww,southern East Pacific Rise,2014,10
2014-10-08 02:40:53.110000+00:00,23.8441,-108.3311,10.0,6.1,mww,"96 km SSW of Altata, Mexico",2014,10
2014-10-07 13:49:39.720000+00:00,23.3834,100.4702,8.51,6.1,mww,"125 km SW of Jianshui, China",2014,10
2014-10-01 03:38:51.760000+00:00,-6.0706,149.5329,42.0,6.0,mww,"15 km N of Kandrian, Papua New Guinea",2014,10
2014-09-25 09:13:50+00:00,-9.4618,156.4122,4.0,6.1,mww,"157 km SSW of Gizo, Solomon Islands",2014,9
2014-09-10 02:46:06.430000+00:00,-0.2422,125.104,35.0,6.2,mww,"172 km S of Tondano, Indonesia",2014,9
2014-09-06 19:22:59.040000+00:00,18.7529,-107.0488,17.0,6.2,mww,"217 km SW of La Cruz de Loreto, Mexico",2014,9
2014-09-06 06:53:11.760000+00:00,-26.6478,-114.5,7.0,6.1,mww,Easter Island region,2014,9
2014-09-04 05:33:50.350000+00:00,-21.3869,-173.3232,35.0,6.0,mww,"168 km E of ‘Ohonua, Tonga",2014,9
2014-08-24 10:20:44.070000+00:00,38.2151667,-122.3123333,11.12,6.02,mw,"The 2014 South Napa, California Earthquake",2014,8
2014-08-23 22:32:23.320000+00:00,-32.6953,-71.4416,32.0,6.4,mww,"23 km WNW of Hacienda La Calera, Chile",2014,8
2014-08-18 18:08:22.750000+00:00,32.5827,47.7037,5.0,6.0,mww,"42 km ESE of Dehlor?n, Iran",2014,8
2014-08-18 02:32:05.350000+00:00,32.703,47.695,10.2,6.2,mww,"40 km E of Dehlor?n, Iran",2014,8
2014-08-10 03:43:17.240000+00:00,41.1585,142.1309,41.0,6.1,mww,"78 km E of Mutsu, Japan",2014,8
2014-08-06 11:45:22.680000+00:00,-7.2741,128.0364,10.0,6.2,mww,"179 km NE of Lospalos, Timor Leste",2014,8
2014-08-03 08:30:13.570000+00:00,27.1891,103.4086,12.0,6.2,mww,"33 km WSW of Zhaotong, China",2014,8
2014-08-03 00:22:03.680000+00:00,0.8295,146.1688,13.0,6.9,mww,Federated States of Micronesia region,2014,8
2014-07-29 13:27:40.080000+00:00,-3.422,146.769,9.77,6.0,mww,"163 km SSW of Lorengau, Papua New Guinea",2014,7
2014-07-27 01:28:37.440000+00:00,23.724,-45.5809,10.0,6.0,mww,northern Mid-Atlantic Ridge,2014,7
2014-07-25 10:54:50.417000+00:00,58.3354,-136.9711,10.0,6.0,mw,"40 km WNW of Elfin Cove, Alaska",2014,7
2014-07-20 18:32:47.790000+00:00,44.6419,148.7838,61.0,6.2,mww,"96 km SE of Kuril’sk, Russia",2014,7
2014-07-19 14:14:01.850000+00:00,11.7448,57.6382,10.0,6.0,mww,Owen Fracture Zone region,2014,7
2014-07-17 11:49:33.930000+00:00,60.2995,-140.3366,10.0,6.0,mww,"90 km NNW of Yakutat, Alaska",2014,7
2014-07-14 07:59:57.290000+00:00,5.7144,126.4776,20.0,6.3,mww,"78 km SSE of Pondaguitan, Philippines",2014,7
2014-07-11 19:22:00.820000+00:00,37.0052,142.4525,20.0,6.5,mww,"139 km ESE of Namie, Japan",2014,7
2014-07-07 11:23:54.780000+00:00,14.724,-92.4614,53.0,6.9,mww,"4 km W of Puerto Madero, Mexico",2014,7
2014-07-05 09:39:27.790000+00:00,1.9335,96.9388,20.0,6.0,mww,"86 km SE of Sinabang, Indonesia",2014,7
2014-07-04 15:00:27.860000+00:00,-6.2304,152.8075,20.0,6.5,mww,"217 km SSE of Kokopo, Papua New Guinea",2014,7
2014-07-03 19:50:07.290000+00:00,-30.4601,-176.4451,35.0,6.3,mww,Kermadec Islands region,2014,7
2014-07-02 05:53:29.200000+00:00,-62.3014,155.1868,10.0,6.0,mww,Balleny Islands region,2014,7
2014-06-29 17:15:09.340000+00:00,-14.9831,-175.5096,18.0,6.7,mww,"201 km SSE of Mata-Utu, Wallis and Futuna",2014,6
2014-06-29 15:52:23.050000+00:00,-14.7798,-175.2589,9.0,6.4,mww,"193 km SSE of Mata-Utu, Wallis and Futuna",2014,6
2014-06-29 14:32:49.420000+00:00,-55.3584,-28.1075,10.0,6.0,mwb,South Sandwich Islands region,2014,6
2014-06-29 07:52:55.170000+00:00,-55.4703,-28.3669,8.0,6.9,mww,South Sandwich Islands region,2014,6
2014-06-29 05:56:31.720000+00:00,24.3877,142.6278,48.0,6.2,mww,"Volcano Islands, Japan region",2014,6
2014-06-24 03:15:35.490000+00:00,52.2045,176.6981,4.0,6.3,mwb,"248 km ESE of Attu Station, Alaska",2014,6
2014-06-23 20:06:20.710000+00:00,-29.9414,-177.6073,26.59,6.7,mwc,"Kermadec Islands, New Zealand",2014,6
2014-06-23 19:21:45.990000+00:00,-29.9379,-177.5159,10.0,6.5,mwc,"Kermadec Islands, New Zealand",2014,6
2014-06-23 19:19:15.940000+00:00,-29.9772,-177.7247,20.0,6.9,mww,"Kermadec Islands, New Zealand",2014,6
2014-06-19 10:17:55.520000+00:00,-13.5585,166.8278,36.0,6.2,mww,"85 km WNW of Sola, Vanuatu",2014,6
2014-06-14 11:10:59.850000+00:00,-10.1229,91.0921,4.0,6.5,mww,South Indian Ocean,2014,6
2014-05-31 11:53:46.470000+00:00,18.7876,-107.469,5.0,6.2,mww,"250 km WSW of La Cruz de Loreto, Mexico",2014,5
2014-05-24 09:25:02.440000+00:00,40.2893,25.3889,6.43,6.9,mww,"21 km SSW of Kamariótissa, Greece",2014,5
2014-05-21 16:21:54.350000+00:00,18.2012,88.0376,47.23,6.0,mww,"276 km SE of Kon?rka, India",2014,5
2014-05-18 01:02:32.610000+00:00,4.2485,92.7574,35.0,6.0,mww,off the west coast of northern Sumatra,2014,5
2014-05-15 10:16:42.020000+00:00,9.3832,122.0604,15.46,6.3,mww,"51 km WSW of Alim, Philippines",2014,5
2014-05-15 08:16:34.440000+00:00,6.4264,144.9363,11.0,6.3,mww,"State of Yap, Federated States of Micronesia",2014,5
2014-05-14 20:56:13.210000+00:00,6.4507,144.9238,10.0,6.1,mww,"State of Yap, Federated States of Micronesia",2014,5
2014-05-13 06:35:24.240000+00:00,7.2096,-82.3045,10.0,6.5,mww,"110 km SE of Punta de Burica, Panama",2014,5
2014-05-12 18:38:36.700000+00:00,-49.9403,-114.7995,10.47,6.5,mww,southern East Pacific Rise,2014,5
2014-05-10 07:36:01.220000+00:00,17.2192,-100.8122,23.0,6.0,mww,"6 km W of Nuxco, Mexico",2014,5
2014-05-08 17:00:14.810000+00:00,17.2349,-100.7461,17.09,6.4,mww,"3 km NNE of Nuxco, Mexico",2014,5
2014-05-07 04:20:33.870000+00:00,-6.9599,154.9011,10.0,6.0,mww,"96 km SW of Panguna, Papua New Guinea",2014,5
2014-05-06 20:52:28.320000+00:00,-36.1703,-97.054,16.83,6.3,mww,West Chile Rise,2014,5
2014-05-05 11:08:43.420000+00:00,19.6557,99.6696,6.0,6.1,mww,"32 km SSW of Chiang Rai, Thailand",2014,5
2014-04-26 06:02:21+00:00,-20.752,-174.7068,45.0,6.1,mww,"56 km NE of Kolonga, Tonga",2014,4
2014-04-24 03:10:10.150000+00:00,49.6388,-127.7316,10.0,6.5,mww,"107 km WSW of Vernon, Canada",2014,4
2014-04-20 00:15:58.100000+00:00,-7.1646,155.3351,20.0,6.2,mww,"95 km S of Panguna, Papua New Guinea",2014,4
2014-04-19 13:28:00.810000+00:00,-6.7547,155.0241,43.37,7.5,mww,"70 km SW of Panguna, Papua New Guinea",2014,4
2014-04-19 01:04:03.820000+00:00,-6.6558,155.0869,29.0,6.6,mww,"57 km SW of Panguna, Papua New Guinea",2014,4
2014-04-18 14:27:24.920000+00:00,17.397,-100.9723,24.0,7.2,mww,"9 km ENE of Coyuquilla Norte, Mexico",2014,4
2014-04-18 04:13:12.040000+00:00,-11.1387,164.8139,10.0,6.1,mww,"116 km WSW of Lata, Solomon Islands",2014,4
2014-04-17 15:06:51.490000+00:00,-62.8705,155.7431,20.56,6.2,mww,Balleny Islands region,2014,4
2014-04-15 03:57:01.370000+00:00,-53.4967,8.722,11.18,6.8,mww,Bouvet Island region,2014,4
2014-04-13 13:24:59.710000+00:00,-11.1284,162.052,10.0,6.6,mww,"75 km S of Kirakira, Solomon Islands",2014,4
2014-04-13 12:36:19.230000+00:00,-11.4633,162.0511,39.0,7.4,mww,"112 km S of Kirakira, Solomon Islands",2014,4
2014-04-12 20:14:39.300000+00:00,-11.2701,162.1481,22.56,7.6,mww,"93 km SSE of Kirakira, Solomon Islands",2014,4
2014-04-12 05:24:23.270000+00:00,-7.1033,155.238,20.0,6.1,mww,"91 km SSW of Panguna, Papua New Guinea",2014,4
2014-04-11 08:16:45.660000+00:00,-6.7878,154.9502,20.0,6.5,mww,"78 km SW of Panguna, Papua New Guinea",2014,4
2014-04-11 07:07:23.130000+00:00,-6.5858,155.0485,60.53,7.1,mww,"56 km WSW of Panguna, Papua New Guinea",2014,4
2014-04-11 00:01:45.210000+00:00,-20.659,-70.6472,13.77,6.2,mww,"71 km SW of Iquique, Chile",2014,4
2014-04-10 23:27:45.600000+00:00,12.4029,-86.3783,13.0,6.1,mww,"16 km SW of Valle San Francisco, Nicaragua",2014,4
2014-04-04 11:40:32+00:00,-10.5365,161.7027,57.0,6.0,mww,"25 km WSW of Kirakira, Solomon Islands",2014,4
2014-04-04 01:37:50.570000+00:00,-20.6426,-70.654,13.71,6.3,mww,"70 km SW of Iquique, Chile",2014,4
2014-04-03 05:26:15.700000+00:00,-20.7969,-70.5865,25.0,6.4,mww,"79 km SW of Iquique, Chile",2014,4
2014-04-03 02:43:13.110000+00:00,-20.5709,-70.4931,22.4,7.7,mww,"53 km SW of Iquique, Chile",2014,4
2014-04-03 01:58:30.530000+00:00,-20.3113,-70.5756,24.07,6.5,mww,"45 km WSW of Iquique, Chile",2014,4
2014-04-02 16:13:26.720000+00:00,7.94,-82.34,25.0,6.0,mww,"33 km SSW of Boca Chica, Panama",2014,4
2014-04-01 23:57:58.790000+00:00,-19.8927,-70.9455,28.42,6.9,mww,"90 km WNW of Iquique, Chile",2014,4
2014-04-01 23:46:47.260000+00:00,-19.6097,-70.7691,25.0,8.2,mww,"93 km NW of Iquique, Chile",2014,4
2014-03-23 18:20:01.930000+00:00,-19.6899,-70.8538,21.0,6.3,mww,"93 km NW of Iquique, Chile",2014,3
2014-03-22 12:59:59.150000+00:00,-19.7625,-70.874,20.0,6.2,mww,"90 km WNW of Iquique, Chile",2014,3
2014-03-21 13:41:09.480000+00:00,7.7448,94.3342,21.54,6.4,mww,"232 km NNW of Sabang, Indonesia",2014,3
2014-03-17 05:11:34.860000+00:00,-20.0168,-70.8837,21.0,6.4,mww,"79 km WNW of Iquique, Chile",2014,3
2014-03-16 21:16:29.600000+00:00,-19.9807,-70.7022,20.0,6.7,mww,"63 km WNW of Iquique, Chile",2014,3
2014-03-15 23:51:32.970000+00:00,-5.5745,-80.9709,29.0,6.3,mww,"16 km W of Sechura, Peru",2014,3
2014-03-15 08:59:21.860000+00:00,-14.0848,-76.3113,20.0,6.1,mww,"24 km SSW of Paracas, Peru",2014,3
2014-03-11 22:03:09.810000+00:00,-3.0856,148.5531,7.0,6.1,mww,"183 km SE of Lorengau, Papua New Guinea",2014,3
2014-03-11 02:44:05.830000+00:00,-60.8623,-19.9775,10.0,6.4,mww,east of the South Sandwich Islands,2014,3
2014-03-10 05:18:13.430000+00:00,40.8286667,-125.1338333,16.441,6.8,mw,"77 km WNW of Indianola, California",2014,3
2014-03-02 22:17:14.400000+00:00,14.1833,-93.1535,18.47,6.0,mww,"98 km SW of Puerto Madero, Mexico",2014,3
2014-03-02 09:37:54.840000+00:00,12.5559,-87.6879,60.0,6.2,mww,"33 km SW of Jiquilillo, Nicaragua",2014,3
2014-02-18 09:27:13.120000+00:00,14.6682,-58.9272,14.83,6.5,mww,"171 km NNE of Greenland, Barbados",2014,2
2014-02-12 09:19:49.060000+00:00,35.9053,82.5864,10.0,6.9,mww,"272 km ESE of Hotan, China",2014,2
2014-02-09 14:56:39.110000+00:00,-5.9651,154.435,41.8,6.0,mww,"122 km WNW of Panguna, Papua New Guinea",2014,2
2014-02-03 03:08:46.190000+00:00,38.2637,20.3897,5.0,6.0,mww,"8 km NNW of Lixoúri, Greece",2014,2
2014-02-02 09:26:37.820000+00:00,-32.9076,-177.8806,44.26,6.5,mww,south of the Kermadec Islands,2014,2
2014-01-26 13:55:42.210000+00:00,38.2082,20.4528,8.0,6.1,mww,"1 km ENE of Lixoúri, Greece",2014,1
2014-01-25 05:14:18.510000+00:00,-7.9855,109.2653,66.0,6.1,mww,"39 km S of Kroya, Indonesia",2014,1
2014-01-21 01:29:07+00:00,-15.1443,-174.6812,6.12,6.1,mww,"130 km NW of Hihifo, Tonga",2014,1
2014-01-20 02:52:44.350000+00:00,-40.6595,175.8144,28.0,6.1,mww,"35 km NNE of Masterton, New Zealand",2014,1
2014-01-13 04:01:03.240000+00:00,19.0428,-66.8096,20.0,6.4,mww,"61 km N of Hatillo, Puerto Rico",2014,1
2013-12-17 23:38:06.820000+00:00,20.7727,146.7903,9.0,6.2,mww,Mariana Islands region,2013,12
2013-12-08 17:24:54.200000+00:00,44.4438,149.1667,28.0,6.0,mww,"134 km SE of Kuril’sk, Russia",2013,12
2013-12-01 06:29:57.800000+00:00,2.044,96.8261,20.0,6.0,mww,"69 km SE of Sinabang, Indonesia",2013,12
2013-12-01 01:24:13.520000+00:00,-7.0269,128.3791,9.87,6.4,mww,"224 km NE of Lospalos, Timor Leste",2013,12
2013-11-25 07:21:18.420000+00:00,-53.8708,-53.9107,14.83,6.0,mwc,South Atlantic Ocean,2013,11
2013-11-25 06:27:33.300000+00:00,-53.9451,-55.0033,11.78,7.0,mww,Falkland Islands region,2013,11
2013-11-25 05:56:50.140000+00:00,45.5613,151.0047,34.0,6.0,mww,"247 km E of Kuril’sk, Russia",2013,11
2013-11-19 13:32:51.230000+00:00,2.6403,128.4339,38.0,6.0,mww,"111 km NNE of Tobelo, Indonesia",2013,11
2013-11-17 09:04:55.530000+00:00,-60.2738,-46.4011,10.0,7.7,mww,Scotia Sea,2013,11
2013-11-16 03:34:31.230000+00:00,-60.2627,-47.0621,9.97,6.9,mww,Scotia Sea,2013,11
2013-11-13 23:45:47.930000+00:00,-60.2814,-47.1233,11.07,6.1,mww,Scotia Sea,2013,11
2013-11-12 07:03:51.090000+00:00,54.6859,162.3024,43.0,6.4,mww,"172 km S of Ust’-Kamchatsk Staryy, Russia",2013,11
2013-11-02 18:53:46.900000+00:00,-19.1711,-172.6411,10.05,6.2,mww,"152 km ESE of Neiafu, Tonga",2013,11
2013-11-02 15:52:46.110000+00:00,-23.6357,-112.5956,9.98,6.0,mww,Easter Island region,2013,11
2013-10-31 23:03:59.720000+00:00,-30.2921,-71.5215,27.0,6.6,mww,"41 km SSW of Coquimbo, Chile",2013,10
2013-10-31 12:02:08.720000+00:00,23.5904,121.4366,10.0,6.3,mww,"46 km SSW of Hualien City, Taiwan",2013,10
2013-10-30 02:51:47+00:00,-35.314,-73.395,41.5,6.2,mww,"89 km W of Constitución, Chile",2013,10
2013-10-25 17:10:19.710000+00:00,37.1557,144.6611,35.0,7.1,mww,"off the east coast of Honshu, Japan",2013,10
2013-10-24 19:25:10.930000+00:00,-58.153,-12.7964,22.87,6.7,mww,east of the South Sandwich Islands,2013,10
2013-10-19 17:54:54.700000+00:00,26.0913,-110.3209,9.45,6.6,mww,"98 km SW of Etchoropo, Mexico",2013,10
2013-10-16 10:30:58.550000+00:00,-6.4456,154.931,35.0,6.8,mww,"62 km WSW of Panguna, Papua New Guinea",2013,10
2013-10-15 00:12:32.050000+00:00,9.8796,124.1167,19.04,7.1,mww,"4 km SE of Sagbayan, Philippines",2013,10
2013-10-12 13:11:53.350000+00:00,35.5142,23.2523,40.0,6.6,mww,"36 km W of Kíssamos, Greece",2013,10
2013-10-12 02:10:27.290000+00:00,10.9048,-62.315,63.0,6.0,mww,"36 km N of Güiria, Venezuela",2013,10
2013-10-06 21:33:19.800000+00:00,-36.7267,-97.4761,10.28,6.2,mww,West Chile Rise,2013,10
2013-10-04 17:26:13.620000+00:00,-38.6062,78.3693,12.72,6.4,mww,Mid-Indian Ridge,2013,10
2013-09-30 05:55:55.220000+00:00,-30.9255,-178.3234,41.54,6.5,mww,"Kermadec Islands, New Zealand",2013,9
2013-09-28 07:34:06.450000+00:00,27.1825,65.5052,12.0,6.8,mww,"129 km WSW of Khuzdar, Pakistan",2013,9
2013-09-25 16:42:43.170000+00:00,-15.8385,-74.5112,40.0,7.1,mww,"16 km WSW of Atiquipa, Peru",2013,9
2013-09-25 06:51:24.570000+00:00,-49.9585,-113.7439,10.0,6.1,mww,southern East Pacific Rise,2013,9
2013-09-24 11:29:47.970000+00:00,26.951,65.5009,15.0,7.7,mww,"113 km NW of Bela, Pakistan",2013,9
2013-09-15 16:21:37.150000+00:00,51.5751,-174.716,24.02,6.1,mww,"77 km SSW of Atka, Alaska",2013,9
2013-09-11 12:44:13.210000+00:00,-4.5472,-104.5783,10.52,6.1,mww,central East Pacific Rise,2013,9
2013-09-07 00:13:29.570000+00:00,14.6056,-92.1207,66.0,6.4,mww,"7 km ESE of Ignacio López Rayón, Mexico",2013,9
2013-09-05 04:01:36.360000+00:00,15.1836,-45.232,10.0,6.0,mww,northern Mid-Atlantic Ridge,2013,9
2013-09-04 06:27:03.560000+00:00,51.573,-174.8537,17.0,6.0,mww,"82 km SSW of Atka, Alaska",2013,9
2013-09-04 02:32:30.600000+00:00,51.5573,-174.7671,20.0,6.5,mww,"81 km SSW of Atka, Alaska",2013,9
2013-09-04 00:23:11.290000+00:00,51.1832,-130.2245,9.92,6.0,mww,"230 km WNW of Port McNeill, Canada",2013,9
2013-09-03 20:19:06.340000+00:00,51.244,-130.3971,2.73,6.1,mww,"243 km WNW of Port McNeill, Canada",2013,9
2013-08-31 06:38:36.350000+00:00,51.2381,-174.9407,18.0,6.0,mww,"118 km SSW of Atka, Alaska",2013,8
2013-08-30 16:25:02.300000+00:00,51.537,-175.2297,29.0,7.0,mww,"101 km SW of Atka, Alaska",2013,8
2013-08-21 12:38:29.700000+00:00,16.8784,-99.498,21.0,6.2,mww,"5 km ESE of Barrio Nuevo de los Muertos, Mexico",2013,8
2013-08-17 16:32:31.410000+00:00,-34.8853,54.0927,10.0,6.1,mww,Southwest Indian Ridge,2013,8
2013-08-16 02:31:05.750000+00:00,-41.734,174.152,8.2,6.5,mww,"29 km SE of Blenheim, New Zealand",2013,8
2013-08-13 15:43:15.200000+00:00,5.7732,-78.1999,12.0,6.7,mww,"101 km WSW of Bahía Solano, Colombia",2013,8
2013-08-12 09:49:32.360000+00:00,-5.3962,-81.9268,10.0,6.2,mww,"96 km WSW of Paita, Peru",2013,8
2013-08-01 20:01:43.160000+00:00,-15.2443,-173.5006,31.65,6.0,mww,"84 km NNE of Hihifo, Tonga",2013,8
2013-07-26 21:32:59.990000+00:00,-57.915,-23.841,13.0,6.3,mww,South Sandwich Islands region,2013,7
2013-07-22 07:01:42.500000+00:00,-46.049,34.78,10.0,6.3,mww,Prince Edward Islands region,2013,7
2013-07-21 05:09:31.450000+00:00,-41.704,174.337,17.0,6.5,mww,"38 km ESE of Blenheim, New Zealand",2013,7
2013-07-17 02:37:43.180000+00:00,-15.657,-71.74,7.0,6.0,mww,"3 km ESE of Maca, Peru",2013,7
2013-07-15 14:03:39.880000+00:00,-60.857,-25.07,11.0,7.3,mww,South Sandwich Islands region,2013,7
2013-07-07 20:30:06.850000+00:00,-6.029,149.706,56.0,6.6,mww,"26 km NE of Kandrian, Papua New Guinea",2013,7
2013-07-06 05:05:06.650000+00:00,-3.269,100.564,21.0,6.0,mww,"162 km SW of Sungai Penuh, Indonesia",2013,7
2013-07-04 17:15:54.540000+00:00,-7.028,155.726,29.0,6.1,mww,"83 km SSE of Panguna, Papua New Guinea",2013,7
2013-07-02 07:37:02.610000+00:00,4.645,96.665,13.0,6.1,mww,"61 km S of Bireun, Indonesia",2013,7
2013-06-24 22:04:13.480000+00:00,10.701,-42.594,10.0,6.6,mww,northern Mid-Atlantic Ridge,2013,6
2013-06-16 21:39:05.780000+00:00,34.347,25.159,19.0,6.0,mww,"73 km S of Pýrgos, Greece",2013,6
2013-06-15 17:34:27.810000+00:00,11.763,-86.926,30.0,6.5,mww,"44 km W of Masachapa, Nicaragua",2013,6
2013-06-15 16:11:02.500000+00:00,34.4,25.02,10.0,6.2,mww,"68 km S of Pýrgos, Greece",2013,6
2013-06-13 16:47:23.320000+00:00,-10.004,107.236,9.0,6.7,mww,"south of Java, Indonesia",2013,6
2013-06-05 04:47:26.240000+00:00,-11.401,166.299,39.0,6.1,mww,"92 km SE of Lata, Solomon Islands",2013,6
2013-06-02 05:43:03.460000+00:00,23.789,121.141,17.0,6.2,mww,"26 km SE of Puli, Taiwan",2013,6
2013-05-21 05:43:21+00:00,52.281,160.072,30.0,6.1,mww,"128 km SE of Petropavlovsk-Kamchatsky, Russia",2013,5
2013-05-21 01:55:08.400000+00:00,52.52,160.362,30.0,6.0,mww,"129 km ESE of Petropavlovsk-Kamchatsky, Russia",2013,5
2013-05-20 09:49:04.470000+00:00,-44.866,-80.746,10.0,6.4,mww,"Off the coast of Aisen, Chile",2013,5
2013-05-19 18:44:10.950000+00:00,52.34,160.065,18.0,6.1,mww,"123 km SE of Petropavlovsk-Kamchatsky, Russia",2013,5
2013-05-18 05:47:59.500000+00:00,37.739,141.471,39.0,6.0,mww,"50 km NE of Namie, Japan",2013,5
2013-05-11 02:08:08.500000+00:00,26.56,57.77,15.0,6.1,mww,"92 km SE of M?n?b, Iran",2013,5
2013-05-07 10:10:48.700000+00:00,-19.622,175.051,11.0,6.0,mww,south of the Fiji Islands,2013,5
2013-04-23 23:14:40.630000+00:00,-3.898,152.127,10.0,6.5,mww,"33 km N of Rabaul, Papua New Guinea",2013,4
2013-04-22 01:16:32.840000+00:00,18.081,-102.182,30.0,6.0,mww,"7 km NNE of Guacamayas, Mexico",2013,4
2013-04-20 13:12:50.510000+00:00,50.099,157.148,18.0,6.1,mww,"96 km SE of Severo-Kuril’sk, Russia",2013,4
2013-04-20 00:02:47.540000+00:00,30.308,102.888,14.0,6.6,mww,"56 km WSW of Linqiong, China",2013,4
2013-04-19 19:58:40.250000+00:00,49.965,157.652,15.0,6.1,mww,"134 km SE of Severo-Kuril’sk, Russia",2013,4
2013-04-16 22:55:26.680000+00:00,-3.214,142.542,13.0,6.6,mww,"23 km ESE of Aitape, Papua New Guinea",2013,4
2013-04-14 01:32:22.640000+00:00,-6.475,154.607,31.0,6.6,mww,"98 km W of Panguna, Papua New Guinea",2013,4
2013-04-09 11:52:49.920000+00:00,28.428,51.593,12.0,6.4,mww,"95 km SE of Bushehr, Iran",2013,4
2013-04-06 04:42:35.860000+00:00,-3.517,138.476,66.0,7.0,mww,"260 km WSW of Abepura, Indonesia",2013,4
2013-04-01 18:53:17.420000+00:00,39.526,143.167,14.0,6.0,mww,"104 km E of Yamada, Japan",2013,4
2013-03-24 08:13:45.130000+00:00,-20.757,173.37,10.0,6.1,mww,Vanuatu region,2013,3
2013-03-10 22:51:50.800000+00:00,-6.598,148.174,28.0,6.5,mww,"36 km E of Finschhafen, Papua New Guinea",2013,3
2013-03-01 13:20:49.930000+00:00,50.958,157.408,29.0,6.5,mww,"87 km SE of Ozernovskiy, Russia",2013,3
2013-03-01 12:53:51.070000+00:00,50.895,157.453,33.0,6.4,mww,"94 km SE of Ozernovskiy, Russia",2013,3
2013-02-28 14:05:50.250000+00:00,50.954,157.283,41.0,6.9,mww,"81 km SE of Ozernovskiy, Russia",2013,2
2013-02-14 13:13:53.130000+00:00,67.631,142.508,11.0,6.6,mww,"183 km SW of Belaya Gora, Russia",2013,2
2013-02-10 18:39:32.140000+00:00,-10.94,165.461,11.0,6.0,mww,"43 km WSW of Lata, Solomon Islands",2013,2
2013-02-09 21:02:22.790000+00:00,-10.994,165.741,18.0,6.6,mww,"30 km SSW of Lata, Solomon Islands",2013,2
2013-02-08 15:26:38.470000+00:00,-10.928,166.018,21.0,7.1,mww,"32 km SE of Lata, Solomon Islands",2013,2
2013-02-08 11:12:11.510000+00:00,-10.838,165.969,12.0,6.8,mww,"22 km ESE of Lata, Solomon Islands",2013,2
